GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,phh_wocomp,TimeFrame,GeoVintage,Source,Location
Census Tract,53053072503,WA,53053072503,53053072503,5.13,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072504,WA,53053072504,53053072504,2.49,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072506,WA,53053072506,53053072506,1.19,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072507,WA,53053072507,53053072507,4.79,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072508,WA,53053072508,53053072508,0.63,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072509,WA,53053072509,53053072509,0,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072601,WA,53053072601,53053072601,1.1,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072602,WA,53053072602,53053072602,1.6,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072603,WA,53053072603,53053072603,2.27,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072801,WA,53053072801,53053072801,0,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072802,WA,53053072802,53053072802,2.58,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072901,WA,53053072901,53053072901,0,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072903,WA,53053072903,53053072903,0,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072907,WA,53053072907,53053072907,5.17,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072908,WA,53053072908,53053072908,0,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073001,WA,53053073001,53053073001,9.39,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073005,WA,53053073005,53053073005,6.24,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073006,WA,53053073006,53053073006,3.67,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073110,WA,53053073110,53053073110,3.29,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073111,WA,53053073111,53053073111,2.23,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073114,WA,53053073114,53053073114,9.85,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073115,WA,53053073115,53053073115,4.76,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073116,WA,53053073116,53053073116,3.02,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073117,WA,53053073117,53053073117,7.46,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073118,WA,53053073118,53053073118,1.12,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073119,WA,53053073119,53053073119,4.08,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073120,WA,53053073120,53053073120,0.55,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073121,WA,53053073121,53053073121,2.24,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073122,WA,53053073122,53053073122,0.61,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073123,WA,53053073123,53053073123,0,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073124,WA,53053073124,53053073124,0.59,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073126,WA,53053073126,53053073126,0,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073127,WA,53053073127,53053073127,3.07,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073128,WA,53053073128,53053073128,4.65,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073129,WA,53053073129,53053073129,1.3,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073130,WA,53053073130,53053073130,4.16,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073131,WA,53053073131,53053073131,4.42,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073132,WA,53053073132,53053073132,5.52,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073133,WA,53053073133,53053073133,3.23,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073200,WA,53053073200,53053073200,3.46,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073301,WA,53053073301,53053073301,4.28,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073302,WA,53053073302,53053073302,2.82,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073404,WA,53053073404,53053073404,9.89,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073405,WA,53053073405,53053073405,4.6,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073406,WA,53053073406,53053073406,3.35,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073407,WA,53053073407,53053073407,5.11,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073408,WA,53053073408,53053073408,4.6,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073501,WA,53053073501,53053073501,0.91,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073502,WA,53053073502,53053073502,2.04,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940001,WA,53053940001,53053940001,0.94,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940002,WA,53053940002,53053940002,3.33,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940004,WA,53053940004,53053940004,1.81,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940005,WA,53053940005,53053940005,3.32,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940006,WA,53053940006,53053940006,9.03,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940007,WA,53053940007,53053940007,7.42,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940008,WA,53053940008,53053940008,3.8,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940009,WA,53053940009,53053940009,2.01,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940010,WA,53053940010,53053940010,6.97,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940011,WA,53053940011,53053940011,1.31,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940012,WA,53053940012,53053940012,1.6,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940013,WA,53053940013,53053940013,2.74,2017-2021,2020,Census,"Pierce (County, 2020)"
