census tract,income z-score,computers z-score,internet z-score,composite index value
53033030306,-0.300978591,0.025935388,-0.118764051,-0.131269085
53033030308,-0.843376568,0.723196782,-0.100535815,-0.073571867
53033030309,-0.912357414,-0.288323268,0.118203019,-0.360825888
53033030310,-0.164808911,-0.684420117,0.290069245,-0.186386594
53033030311,-0.4412443,0.068491248,-0.256777838,-0.20984363
53033030312,-0.720937893,0.778846752,-0.761960383,-0.234683841
53033030313,-1.400296828,-1.71885486,-1.428593018,-1.515914902
53033030314,-1.527529719,-0.363614405,-0.954658879,-0.948601001
53033030403,-0.214705987,-0.573120176,-0.183864894,-0.323897019
53033030404,-0.372309999,0.68391445,0.571304888,0.294303113
53033030405,-0.796458421,-2.530689723,-4.769568296,-2.69890548
53033030406,-0.939447058,-3.19521584,-1.699412526,-1.944691808
53033030407,-0.574737597,1.001446634,-3.024865696,-0.86605222
53033030501,-1.89047044,-3.535662717,-2.623844501,-2.683325886
53033030503,-1.185371688,-2.429210365,-2.126474058,-1.91368537
53033030504,-1.006705711,-1.168902212,-1.410364782,-1.195324235
53033030600,-1.180507654,-0.465093763,0.045290074,-0.533437114
53033030700,-1.440628747,-0.893925887,-1.379116377,-1.237890337
53033030801,-1.431389409,-1.093611075,-0.735920045,-1.08697351
53033030802,-1.084460437,-1.090337548,-2.222823306,-1.465873763
53033030901,-0.642810801,0.471135151,-1.267142927,-0.479606192
53033030902,-1.081714235,-1.109978714,-1.019759722,-1.070484224
53033031000,0.172112719,-0.317785017,0.409854797,0.088060833
53033031101,-0.975403673,-0.239220353,-0.452080368,-0.555568132
53033031102,-1.229241086,-0.474914346,-1.358284107,-1.02081318
53033031202,-0.373869283,0.255082325,-0.345314985,-0.154700648
53033031204,-0.18114648,0.255082325,0.550472619,0.208136155
53033031206,-0.582254741,-0.556752537,-0.095327747,-0.411445008
53033031207,-0.39083522,0.602076258,0.826500194,0.345913744
53033031208,-0.863810165,0.729743837,0.237988571,0.034640747
53033031301,-0.006599804,-1.617375503,-0.907786272,-0.843920526
53033031302,-1.115692655,-1.299843319,-0.806228956,-1.073921643
53033031400,-0.232160655,-0.199938021,0.441103202,0.003001509
53033031501,-0.375800933,0.048850082,-0.26458994,-0.197180264
53033031502,-0.352621134,-0.746617142,-0.18126086,-0.426833045
53033031601,-0.063688203,0.677367394,0.290069245,0.301249479
53033031603,-0.053145584,-0.654958367,-0.636966763,-0.448356905
53033031604,-0.06769114,0.513691011,0.797855823,0.414618565
53033031605,0.502727396,0.536605704,0.974930117,0.671421073
53033031704,-0.111025262,0.094679469,0.081746547,0.021800251
53033031705,0.507335429,0.808308501,0.990554319,0.76873275
53033031707,1.166749497,0.706829143,0.597345226,0.823641289
53033031708,-0.676975404,-0.602581925,0.464539505,-0.271672608
53033031709,0.517040224,0.192885299,0.821292127,0.510405883
53033031710,-0.560215314,-2.828580741,-1.504109996,-1.630968684
53033031800,0.453924146,0.530058649,0.659842035,0.54794161
53033031904,-0.005668888,0.078311831,0.409854797,0.16083258
53033031906,-0.046605902,0.59880273,0.82389616,0.458697663
53033031908,-0.591540624,0.02266186,0.425478999,-0.047799921
53033031909,-0.431330048,0.870505527,0.935869611,0.458348363
53033031910,-0.461957172,0.513691011,0.514016146,0.188583328
53033031911,0.492114959,1.001446634,1.14419231,0.879251301
53033031912,-0.601710877,-0.497829039,-0.816645091,-0.638728336
53033031913,1.063231682,-0.825181806,0.282257144,0.173435673
53033032002,-0.132925051,0.386023432,0.024457805,0.092518728
53033032003,0.617532563,0.775573224,0.654633968,0.682579919
53033032005,-0.082097059,-0.085364553,-0.306254479,-0.157905364
53033032006,-0.153009555,0.769026169,0.560888753,0.392301789
53033032007,0.176022565,-0.285049741,-0.051059174,-0.053362116
53033032008,0.333533485,0.775573224,0.849936498,0.653014402
53033032010,0.307956579,-1.041234633,-0.480724739,-0.404667598
53033032011,0.451596857,0.805034973,1.14419231,0.800274713
53033032102,0.682184652,0.772299697,0.412458831,0.622314393
53033032103,-0.272934758,0.785393807,0.555680686,0.356046578
53033032104,-0.041881505,0.356561683,0.308297481,0.20765922
53033032207,1.601975815,1.001446634,0.875976835,1.159799761
53033032211,1.243340579,1.001446634,1.14419231,1.129659841
53033032213,2.034618842,0.857411416,1.029614825,1.307215028
53033032215,3.090998598,0.503870428,1.14419231,1.579687112
53033032216,2.452925769,1.001446634,1.14419231,1.532854904
