,census tract,income z-score,computers z-score,internet z-score,composite index value
413,53033031501,-0.375800933,0.048850082,-0.26458994,107790714.43172
414,53033031502,-0.352621134,-0.746617142,-0.18126086,107790714.43236
415,53033031601,-0.063688203,0.677367394,0.290069245,107790714.63802
416,53033031603,-0.053145584,-0.654958367,-0.636966763,107790714.63751
417,53033031604,-0.06769114,0.513691011,0.797855823,107790714.64480
418,53033031605,0.502727396,0.536605704,0.974930117,107790714.64840
419,53033031704,-0.111025262,0.094679469,0.081746547,107790714.84566
420,53033031705,0.507335429,0.808308501,0.990554319,107790714.85225
421,53033031707,1.166749497,0.706829143,0.597345226,107790714.85665
422,53033031708,-0.676975404,-0.602581925,0.464539505,107790714.85200
423,53033031709,0.517040224,0.192885299,0.821292127,107790714.85880
424,53033031710,-0.560215314,-2.828580741,-1.504109996,107790714.84778
425,53033031800,0.453924146,0.530058649,0.659842035,107790715.04399
426,53033031904,-0.005668888,0.078311831,0.409854797,107790715.25301
427,53033031906,-0.046605902,0.59880273,0.82389616,107790715.25889
428,53033031908,-0.591540624,0.02266186,0.425478999,107790715.25987
429,53033031909,-0.431330048,0.870505527,0.935869611,107790715.26499
430,53033031910,-0.461957172,0.513691011,0.514016146,107790715.26538
431,53033031911,0.492114959,1.001446634,1.14419231,107790715.27162
432,53033031912,-0.601710877,-0.497829039,-0.816645091,107790715.26440
433,53033031913,1.063231682,-0.825181806,0.282257144,107790715.27138
434,53033032002,-0.132925051,0.386023432,0.024457805,107790715.45178
435,53033032003,0.617532563,0.775573224,0.654633968,107790715.45741
436,53033032005,-0.082097059,-0.085364553,-0.306254479,107790715.45635
437,53033032006,-0.153009555,0.769026169,0.560888753,107790715.46174
438,53033032007,0.176022565,-0.285049741,-0.051059174,107790715.46106
439,53033032008,0.333533485,0.775573224,0.849936498,107790715.46740
440,53033032010,0.307956579,-1.041234633,-0.480724739,107790715.46501
441,53033032011,0.451596857,0.805034973,1.14419231,107790715.47439
442,53033032102,0.682184652,0.772299697,0.412458831,107790715.65827
443,53033032103,-0.272934758,0.785393807,0.555680686,107790715.65868
444,53033032104,-0.041881505,0.356561683,0.308297481,107790715.65980
445,53033032207,1.601975815,1.001446634,0.875976835,107790715.87496
446,53033032211,1.243340579,1.001446634,1.14419231,107790715.88290
447,53033032213,2.034618842,0.857411416,1.029614825,107790715.88805
448,53033032215,3.090998598,0.503870428,1.14419231,107790715.89378
449,53033032216,2.452925769,1.001446634,1.14419231,107790715.89553
450,53033032217,2.78614701,1.001446634,0.878580869,107790715.89770
451,53033032218,0.994320654,0.611896841,0.514016146,107790715.89455
452,53033032219,1.04582356,0.268176436,0.386418493,107790715.89573
453,53033032220,0.687281415,0.615170369,0.836916329,107790715.89866
454,53033032221,1.550286726,1.001446634,1.14419231,107790715.90385
455,53033032222,-0.006599804,0.700282088,0.904621206,107790715.90162
456,53033032223,1.682918927,1.001446634,0.766607418,107790715.90742
457,53033032224,2.147352722,1.001446634,1.14419231,107790715.91116
458,53033032225,1.907176496,0.30418524,0.589533125,107790715.91016
459,53033032307,0.911073526,0.602076258,0.696298508,107790716.07563
460,53033032311,1.166144402,0.78212028,0.969722049,107790716.08520
461,53033032313,0.629774104,0.392570487,0.224968402,107790716.08587
462,53033032315,1.482865164,1.001446634,0.974930117,107790716.09443
463,53033032316,1.732071271,0.831223195,1.14419231,107790716.09697
464,53033032317,1.921722052,0.729743837,0.92805751,107790716.09874
465,53033032318,2.446967909,0.775573224,1.14419231,107790716.10237
466,53033032319,-0.332187536,-1.296569791,-1.498901929,107790716.08917
467,53033032320,2.202718928,0.78212028,0.90722524,107790716.10547
468,53033032321,2.843258682,1.001446634,1.14419231,107790716.10973
469,53033032322,1.970595122,1.001446634,1.14419231,107790716.10999
470,53033032323,1.723157754,0.569340981,0.84472843,107790716.11004
471,53033032324,0.436609116,0.448220457,0.704110609,107790716.10892
472,53033032325,0.262504625,0.343467572,1.14419231,107790716.11128
473,53033032326,1.984233035,0.477682206,-0.314066581,107790716.11412
474,53033032327,0.528467213,0.248535269,0.485371775,107790716.11435
475,53033032328,1.949789158,1.001446634,1.024406758,107790716.12190
476,53033032330,0.868391046,-0.969217024,-0.868725766,107790716.11592
477,53033032331,0.184563716,0.814855556,0.995762387,107790716.12397
478,53033032332,2.145770166,1.001446634,0.792647756,107790716.12996
479,53033032333,1.066140793,1.001446634,0.435895134,107790716.12907
480,53033032401,0.57869011,1.001446634,0.852540531,107790716.26714
481,53033032402,0.742089071,0.186338244,0.370794291,107790716.26687
482,53033032500,0.297809599,-0.386529099,-0.577073988,107790716.46206
483,53033032601,0.553415751,0.480955734,0.951493813,107790716.67274
484,53033032603,1.41704943,-0.170476272,1.14419231,107790716.67762
485,53033032604,1.656062012,1.001446634,1.14419231,107790716.68252
486,53033032605,0.980566376,1.001446634,1.14419231,107790716.68318
487,53033032703,-0.27721697,0.79521439,0.227572436,107790716.87753
488,53033032704,0.119795262,0.461314568,0.094766715,107790716.87942
489,53033032705,0.30369764,1.001446634,1.14419231,107790716.88506
490,53033032706,-0.185917422,1.001446634,1.14419231,107790716.88610
491,53033032800,0.095987096,0.21907352,-0.314066581,107790717.07317
