GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,mhhinc,TimeFrame,GeoVintage,Source,Location
Census Tract,53053070307,WA,53053070307,53053070307,115231,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070308,WA,53053070308,53053070308,88977,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070309,WA,53053070309,53053070309,107132,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070310,WA,53053070310,53053070310,103310,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070311,WA,53053070311,53053070311,110658,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070312,WA,53053070312,53053070312,134316,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070313,WA,53053070313,53053070313,108151,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070314,WA,53053070314,53053070314,118961,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070315,WA,53053070315,53053070315,138553,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070316,WA,53053070316,53053070316,117037,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070401,WA,53053070401,53053070401,89727,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070403,WA,53053070403,53053070403,95032,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070404,WA,53053070404,53053070404,104500,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053070703,WA,53053070703,53053070703,81055,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071100,WA,53053071100,53053071100,80433,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071205,WA,53053071205,53053071205,109369,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071206,WA,53053071206,53053071206,92319,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071207,WA,53053071207,53053071207,54173,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071209,WA,53053071209,53053071209,124295,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071210,WA,53053071210,53053071210,132650,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071211,WA,53053071211,53053071211,60099,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071212,WA,53053071212,53053071212,73141,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071304,WA,53053071304,53053071304,69931,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071305,WA,53053071305,53053071305,79181,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071306,WA,53053071306,53053071306,88662,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071307,WA,53053071307,53053071307,107708,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071309,WA,53053071309,53053071309,90266,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071310,WA,53053071310,53053071310,123106,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071403,WA,53053071403,53053071403,71429,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071408,WA,53053071408,53053071408,73958,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071409,WA,53053071409,53053071409,56865,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071411,WA,53053071411,53053071411,84154,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071412,WA,53053071412,53053071412,96612,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071413,WA,53053071413,53053071413,139286,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071414,WA,53053071414,53053071414,91432,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071415,WA,53053071415,53053071415,73713,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071416,WA,53053071416,53053071416,57250,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071417,WA,53053071417,53053071417,106797,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071503,WA,53053071503,53053071503,61406,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071504,WA,53053071504,53053071504,55038,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071505,WA,53053071505,53053071505,84013,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071506,WA,53053071506,53053071506,76628,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071601,WA,53053071601,53053071601,57096,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071603,WA,53053071603,53053071603,55655,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071604,WA,53053071604,53053071604,65644,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071703,WA,53053071703,53053071703,55458,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071704,WA,53053071704,53053071704,44715,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071705,WA,53053071705,53053071705,59655,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071706,WA,53053071706,53053071706,47868,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071707,WA,53053071707,53053071707,56089,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071803,WA,53053071803,53053071803,56696,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071805,WA,53053071805,53053071805,46498,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071806,WA,53053071806,53053071806,39279,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071807,WA,53053071807,53053071807,50500,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071808,WA,53053071808,53053071808,44107,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071901,WA,53053071901,53053071901,67983,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053071902,WA,53053071902,53053071902,89375,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072000,WA,53053072000,53053072000,46773,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072105,WA,53053072105,53053072105,93381,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072106,WA,53053072106,53053072106,52100,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072107,WA,53053072107,53053072107,89135,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072108,WA,53053072108,53053072108,78320,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072109,WA,53053072109,53053072109,83786,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072111,WA,53053072111,53053072111,108750,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072112,WA,53053072112,53053072112,83755,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072305,WA,53053072305,53053072305,86832,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072307,WA,53053072307,53053072307,75481,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072309,WA,53053072309,53053072309,106465,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072310,WA,53053072310,53053072310,66875,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072311,WA,53053072311,53053072311,61978,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072312,WA,53053072312,53053072312,80714,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072313,WA,53053072313,53053072313,111042,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072314,WA,53053072314,53053072314,83585,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072315,WA,53053072315,53053072315,95156,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072405,WA,53053072405,53053072405,144427,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072406,WA,53053072406,53053072406,132727,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072407,WA,53053072407,53053072407,92266,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072408,WA,53053072408,53053072408,101767,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072409,WA,53053072409,53053072409,123382,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072410,WA,53053072410,53053072410,138175,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072503,WA,53053072503,53053072503,103906,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072504,WA,53053072504,53053072504,135011,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072506,WA,53053072506,53053072506,114511,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072507,WA,53053072507,53053072507,83333,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072508,WA,53053072508,53053072508,108293,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072509,WA,53053072509,53053072509,110341,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072601,WA,53053072601,53053072601,117731,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072602,WA,53053072602,53053072602,89500,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072603,WA,53053072603,53053072603,68750,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072801,WA,53053072801,53053072801,117452,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072802,WA,53053072802,53053072802,93837,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072901,WA,53053072901,53053072901,50086,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072903,WA,53053072903,53053072903,60625,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072907,WA,53053072907,53053072907,49592,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053072908,WA,53053072908,53053072908,44387,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073001,WA,53053073001,53053073001,97801,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073005,WA,53053073005,53053073005,87297,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073006,WA,53053073006,53053073006,103175,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073110,WA,53053073110,53053073110,98068,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073111,WA,53053073111,53053073111,85820,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073114,WA,53053073114,53053073114,85515,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073115,WA,53053073115,53053073115,103297,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073116,WA,53053073116,53053073116,106452,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073117,WA,53053073117,53053073117,103140,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073118,WA,53053073118,53053073118,90511,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073119,WA,53053073119,53053073119,87969,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073120,WA,53053073120,53053073120,90680,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073121,WA,53053073121,53053073121,109583,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073122,WA,53053073122,53053073122,103284,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073123,WA,53053073123,53053073123,130208,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073124,WA,53053073124,53053073124,99500,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073126,WA,53053073126,53053073126,94503,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073127,WA,53053073127,53053073127,74306,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073128,WA,53053073128,53053073128,93263,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073129,WA,53053073129,53053073129,105804,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073130,WA,53053073130,53053073130,78093,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073131,WA,53053073131,53053073131,93636,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073132,WA,53053073132,53053073132,89918,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073133,WA,53053073133,53053073133,99694,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073200,WA,53053073200,53053073200,84853,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073301,WA,53053073301,53053073301,70647,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073302,WA,53053073302,53053073302,86685,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073404,WA,53053073404,53053073404,80039,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073405,WA,53053073405,53053073405,68350,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073406,WA,53053073406,53053073406,84556,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073407,WA,53053073407,53053073407,70817,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073408,WA,53053073408,53053073408,83096,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073501,WA,53053073501,53053073501,113125,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053073502,WA,53053073502,53053073502,102000,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940001,WA,53053940001,53053940001,125441,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940002,WA,53053940002,53053940002,78077,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940004,WA,53053940004,53053940004,94038,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940005,WA,53053940005,53053940005,89864,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940006,WA,53053940006,53053940006,34231,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940007,WA,53053940007,53053940007,66005,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940008,WA,53053940008,53053940008,97072,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940009,WA,53053940009,53053940009,115188,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940010,WA,53053940010,53053940010,73829,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940011,WA,53053940011,53053940011,132159,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940012,WA,53053940012,53053940012,70678,2017-2021,2020,Census,"Pierce (County, 2020)"
Census Tract,53053940013,WA,53053940013,53053940013,108600,2017-2021,2020,Census,"Pierce (County, 2020)"
